sale_id,item_id,customer_key,product_key,date_key,channel_key,quantity,unit_price,original_price,discount_applied,item_total,total_amount
466,2521,538,194,20250417,1,1,64.11,64.11,0.0,64.11,573.78
946,674,289,371,20250416,2,1,63.82,63.82,0.0,63.82,192.66
1117,2257,660,372,20250615,1,1,63.79,63.79,0.0,63.79,190.25
394,174,435,79,20250615,1,1,63.22,63.22,0.0,63.22,456.05
230,115,428,206,20250421,2,1,63.03,63.03,0.0,63.03,404.19
207,1404,884,56,20250515,1,1,62.92,62.92,0.0,62.92,438.51
436,2400,481,38,20250428,2,1,62.8,62.8,0.0,62.8,345.59
436,718,481,317,20250428,2,1,62.63,62.63,0.0,62.63,345.59
1245,1997,348,115,20250517,1,1,62.27,62.27,0.0,62.27,261.02
1135,1481,946,437,20250520,2,1,62.17,62.17,0.0,62.17,202.84
626,1044,376,50,20250424,2,1,61.95,61.95,0.0,61.95,147.29
779,2354,577,266,20250417,2,1,61.67,61.67,0.0,61.67,194.09
168,1311,896,35,20250404,2,1,61.61,61.61,0.0,61.61,482.74
1103,2658,393,35,20250531,1,1,61.61,61.61,0.0,61.61,108.13
43,589,217,399,20250415,2,1,61.6,61.6,0.0,61.6,478.95
226,60,575,428,20250423,2,1,61.22,61.22,0.0,61.22,401.31
509,539,663,483,20250515,1,1,60.89,60.89,0.0,60.89,253.64
370,2091,225,483,20250421,2,1,60.89,60.89,0.0,60.89,186.88
486,2727,241,483,20250419,2,1,60.89,60.89,0.0,60.89,291.32
510,2291,892,340,20250430,1,1,60.83,60.83,0.0,60.83,227.01
1339,1551,796,129,20250423,2,1,60.68,60.68,0.0,60.68,121.01
52,2342,438,129,20250521,1,1,60.68,60.68,0.0,60.68,646.63
1329,67,28,287,20250427,2,1,60.34,60.34,0.0,60.34,94.92
247,271,672,287,20250404,2,1,60.34,60.34,0.0,60.34,288.21
1166,2913,243,287,20250517,1,1,60.34,60.34,0.0,60.34,284.19
1339,2981,796,54,20250423,2,1,60.33,60.33,0.0,60.33,121.01
404,507,929,324,20250526,1,1,60.31,60.31,0.0,60.31,225.88
976,471,682,307,20250606,1,1,60.18,66.87,6.69,60.18,220.59
607,1786,785,433,20250430,2,1,60.12,60.12,0.0,60.12,395.28
10,2423,195,347,20250521,1,1,59.92,59.92,0.0,59.92,299.7
557,143,194,99,20250425,2,1,59.78,59.78,0.0,59.78,423.11
761,3191,858,391,20250531,1,1,59.77,59.77,0.0,59.77,232.67
89,1991,46,464,20250425,1,1,59.58,59.58,0.0,59.58,312.2
277,2437,791,291,20250526,1,1,59.56,59.56,0.0,59.56,534.45
190,676,247,160,20250617,2,1,59.38,59.38,0.0,59.38,291.5
255,3071,509,160,20250430,1,1,59.38,59.38,0.0,59.38,187.46
435,3078,613,244,20250427,2,1,59.32,59.32,0.0,59.32,300.68
1034,110,342,214,20250531,2,1,59.07,59.07,0.0,59.07,192.63
1304,889,839,214,20250414,2,1,59.07,59.07,0.0,59.07,88.35
383,1597,451,214,20250415,2,1,59.07,59.07,0.0,59.07,504.66
127,759,490,63,20250413,2,1,58.67,58.67,0.0,58.67,566.98
833,705,511,366,20250429,1,1,58.34,58.34,0.0,58.34,217.91
856,1370,648,366,20250417,1,1,58.34,58.34,0.0,58.34,206.9
1179,2021,462,366,20250429,1,1,58.34,58.34,0.0,58.34,250.58
647,71,688,22,20250430,1,1,58.26,58.26,0.0,58.26,379.16
231,2065,453,145,20250424,1,1,58.25,58.25,0.0,58.25,385.35
947,2140,127,101,20250616,1,1,58.11,58.11,0.0,58.11,97.73
594,2175,69,101,20250530,2,1,58.11,58.11,0.0,58.11,493.31
402,2696,301,225,20250513,1,1,58.11,58.11,0.0,58.11,394.47
264,1745,131,321,20250531,2,1,58.09,58.09,0.0,58.09,253.51
601,2846,387,83,20250531,1,1,57.8,57.8,0.0,57.8,542.92
294,974,489,227,20250617,1,1,57.51,57.51,0.0,57.51,290.39
247,1413,672,27,20250404,2,1,57.35,57.35,0.0,57.35,288.21
629,2368,186,49,20250526,2,1,57.35,57.35,0.0,57.35,400.35
1036,3316,793,222,20250613,1,1,57.19,57.19,0.0,57.19,199.55
78,602,321,53,20250518,1,1,57.17,57.17,0.0,57.17,683.47
11,116,187,288,20250520,2,1,57.11,57.11,0.0,57.11,327.88
564,200,511,288,20250528,1,1,57.11,57.11,0.0,57.11,351.54
1169,2830,490,288,20250516,1,1,57.11,57.11,0.0,57.11,122.99
273,2946,682,103,20250616,2,1,57.0,57.0,0.0,57.0,489.56
635,2750,104,357,20250416,2,1,56.91,56.91,0.0,56.91,347.37
620,1325,65,326,20250520,1,1,56.7,56.7,0.0,56.7,426.3
1093,513,474,294,20250525,2,1,56.69,56.69,0.0,56.69,107.55
539,731,422,303,20250426,1,1,56.58,56.58,0.0,56.58,506.48
882,3347,634,100,20250615,2,1,56.44,56.44,0.0,56.44,88.11
183,312,871,314,20250516,1,1,56.29,56.29,0.0,56.29,161.43
646,1124,396,485,20250514,1,1,56.2,56.2,0.0,56.2,151.74
430,2954,654,422,20250418,1,1,55.91,55.91,0.0,55.91,346.27
265,2362,346,424,20250526,2,1,55.39,55.39,0.0,55.39,307.83
531,2538,900,97,20250530,2,1,55.27,55.27,0.0,55.27,417.74
577,921,958,265,20250527,1,1,55.25,55.25,0.0,55.25,161.54
592,424,906,107,20250517,1,1,55.06,55.06,0.0,55.06,134.93
578,3198,849,107,20250425,2,1,55.06,55.06,0.0,55.06,357.46
220,2384,566,124,20250418,1,1,55.04,55.04,0.0,55.04,525.55
1230,1598,954,126,20250519,1,1,55.03,55.03,0.0,55.03,220.21
815,1027,506,264,20250427,2,1,55.01,55.01,0.0,55.01,160.89
707,2453,154,188,20250523,1,1,55.01,55.01,0.0,55.01,89.46
653,29,168,461,20250521,1,1,54.91,54.91,0.0,54.91,644.06
708,2440,951,461,20250416,2,1,54.91,54.91,0.0,54.91,231.49
527,2524,160,481,20250528,1,1,54.87,54.87,0.0,54.87,420.5
1336,79,557,32,20250404,1,1,54.83,54.83,0.0,54.83,184.47
41,1554,367,32,20250414,1,1,54.83,54.83,0.0,54.83,481.09
193,1536,92,271,20250518,1,1,54.28,54.28,0.0,54.28,433.24
144,2426,961,42,20250420,2,1,54.2,54.2,0.0,54.2,296.59
212,2713,302,439,20250505,2,1,53.93,53.93,0.0,53.93,300.97
55,1206,511,154,20250417,1,1,53.74,53.74,0.0,53.74,355.12
675,964,126,47,20250523,1,1,53.73,53.73,0.0,53.73,102.61
1006,3185,309,221,20250505,1,1,53.7,53.7,0.0,53.7,249.21
298,2293,401,52,20250518,1,1,53.61,53.61,0.0,53.61,376.14
1004,2959,983,368,20250427,2,1,53.48,53.48,0.0,53.48,104.73
778,2972,548,416,20250413,1,1,53.46,53.46,0.0,53.46,96.18
749,610,993,458,20250426,1,1,53.35,53.35,0.0,53.35,240.91
1224,1501,461,458,20250419,1,1,53.35,53.35,0.0,53.35,172.89
1256,1226,393,442,20250416,2,1,53.27,53.27,0.0,53.27,211.32
666,1950,743,40,20250524,1,1,53.19,53.19,0.0,53.19,236.19
1286,1857,628,214,20250606,1,1,53.16,59.07,5.91,53.16,213.94
827,2305,253,262,20250614,1,1,52.94,52.94,0.0,52.94,251.9
604,2438,338,25,20250526,1,1,52.94,52.94,0.0,52.94,499.56
128,1150,115,75,20250419,1,1,52.83,52.83,0.0,52.83,282.19
1248,707,898,299,20250413,2,1,52.65,52.65,0.0,52.65,190.53
250,1905,49,299,20250616,2,1,52.65,52.65,0.0,52.65,581.85
1112,260,953,394,20250425,2,1,52.58,52.58,0.0,52.58,229.4
31,665,776,57,20250520,2,1,52.28,52.28,0.0,52.28,292.78
36,2245,475,445,20250528,1,1,52.28,52.28,0.0,52.28,380.74
546,2803,787,445,20250428,1,1,52.28,52.28,0.0,52.28,184.6
440,145,698,306,20250515,2,1,52.27,74.67,22.4,52.27,358.65
1054,1425,493,181,20250428,2,1,52.18,52.18,0.0,52.18,238.03
543,1005,896,203,20250426,1,1,52.1,52.1,0.0,52.1,403.83
1331,606,447,440,20250426,2,1,52.08,52.08,0.0,52.08,257.03
763,1263,602,440,20250421,1,1,52.08,52.08,0.0,52.08,301.16
128,1300,115,440,20250419,1,1,52.08,52.08,0.0,52.08,282.19
590,2463,512,140,20250413,1,1,52.08,52.08,0.0,52.08,324.12
461,839,607,468,20250527,1,1,51.8,51.8,0.0,51.8,439.03
402,343,301,361,20250513,1,1,51.76,51.76,0.0,51.76,394.47
114,2951,903,76,20250425,2,1,51.7,51.7,0.0,51.7,280.43
1045,1680,113,480,20250514,1,1,51.63,51.63,0.0,51.63,288.98
651,1641,225,386,20250416,1,1,51.38,51.38,0.0,51.38,501.78
1184,1949,752,367,20250425,2,1,51.38,51.38,0.0,51.38,126.28
762,3076,76,170,20250613,1,1,51.27,51.27,0.0,51.27,222.42
1004,2445,983,242,20250427,2,1,51.25,51.25,0.0,51.25,104.73
646,3110,396,336,20250514,1,1,51.22,51.22,0.0,51.22,151.74
272,1654,718,252,20250505,2,1,51.17,51.17,0.0,51.17,487.95
542,2177,771,252,20250524,1,1,51.17,51.17,0.0,51.17,382.14
744,3233,736,252,20250606,2,1,51.17,51.17,0.0,51.17,202.93
551,1590,398,255,20250531,1,1,51.0,51.0,0.0,51.0,274.53
622,2089,217,396,20250426,1,1,51.0,51.0,0.0,51.0,194.57
429,3334,978,255,20250614,2,1,51.0,51.0,0.0,51.0,554.35
1291,382,615,61,20250519,1,1,50.88,50.88,0.0,50.88,101.64
1093,180,474,290,20250525,2,1,50.86,50.86,0.0,50.86,107.55
1098,2274,564,450,20250527,2,1,50.85,50.85,0.0,50.85,354.25
1251,998,662,273,20250430,2,1,50.72,50.72,0.0,50.72,202.77
709,3037,596,273,20250428,2,1,50.72,50.72,0.0,50.72,284.08
80,843,735,488,20250525,1,1,50.68,50.68,0.0,50.68,369.31
1227,2908,780,488,20250413,2,1,50.68,50.68,0.0,50.68,241.04
344,1812,485,253,20250614,2,1,50.55,50.55,0.0,50.55,291.52
1025,2421,318,253,20250529,2,1,50.55,50.55,0.0,50.55,89.97
346,2759,231,253,20250526,2,1,50.55,50.55,0.0,50.55,318.61
397,2939,17,253,20250429,1,1,50.55,50.55,0.0,50.55,458.22
623,939,943,193,20250414,1,1,50.52,50.52,0.0,50.52,284.26
593,1582,758,193,20250616,2,1,50.52,50.52,0.0,50.52,303.48
307,3295,567,193,20250521,1,1,50.52,50.52,0.0,50.52,332.0
160,1176,1,150,20250425,2,1,50.04,50.04,0.0,50.04,663.69
551,1621,398,69,20250531,1,1,49.98,49.98,0.0,49.98,274.53
1269,1297,930,487,20250614,2,1,49.84,49.84,0.0,49.84,159.58
284,1792,880,487,20250429,2,1,49.84,49.84,0.0,49.84,362.54
777,1078,572,436,20250528,1,1,49.81,49.81,0.0,49.81,310.71
389,2074,457,219,20250418,1,1,49.76,49.76,0.0,49.76,265.11
89,2677,46,173,20250425,1,1,49.74,49.74,0.0,49.74,312.2
956,3059,456,268,20250531,2,1,49.59,49.59,0.0,49.59,166.11
1109,1262,359,190,20250527,1,1,49.41,49.41,0.0,49.41,78.69
675,2756,126,300,20250523,1,1,48.88,48.88,0.0,48.88,102.61
940,862,988,295,20250421,2,1,48.73,48.73,0.0,48.73,268.77
613,1086,112,460,20250615,1,1,48.64,48.64,0.0,48.64,562.46
190,1219,247,34,20250617,2,1,48.34,48.34,0.0,48.34,291.5
103,1375,76,34,20250613,1,1,48.34,48.34,0.0,48.34,452.53
623,391,943,230,20250414,1,1,48.3,48.3,0.0,48.3,284.26
643,154,259,455,20250424,1,1,48.03,48.03,0.0,48.03,506.83
592,1374,906,455,20250517,1,1,48.03,48.03,0.0,48.03,134.93
489,1672,693,121,20250613,1,1,47.91,47.91,0.0,47.91,378.07
1175,3146,664,183,20250505,1,1,47.87,47.87,0.0,47.87,71.92
252,1805,836,447,20250418,2,1,47.66,47.66,0.0,47.66,336.11
776,2126,361,447,20250518,1,1,47.66,47.66,0.0,47.66,294.06
278,128,626,482,20250613,2,1,47.59,47.59,0.0,47.59,295.83
1136,1247,460,410,20250614,2,1,47.47,47.47,0.0,47.47,111.97
451,2469,997,410,20250415,1,1,47.47,47.47,0.0,47.47,485.52
1328,3079,201,410,20250616,1,1,47.47,47.47,0.0,47.47,143.15
141,371,861,254,20250615,1,1,47.44,47.44,0.0,47.44,617.09
72,1783,710,118,20250519,1,1,46.99,46.99,0.0,46.99,622.14
483,1718,547,275,20250606,1,1,46.9,52.11,5.21,46.9,358.54
392,1984,975,132,20250521,1,1,46.9,46.9,0.0,46.9,202.88
537,2000,897,349,20250430,1,1,46.72,46.72,0.0,46.72,254.97
992,1147,375,131,20250513,2,1,46.64,66.63,19.99,46.64,214.08
224,591,773,137,20250425,2,1,46.52,46.52,0.0,46.52,607.94
1103,2413,393,137,20250531,1,1,46.52,46.52,0.0,46.52,108.13
853,2958,883,345,20250428,2,1,46.36,46.36,0.0,46.36,150.6
868,2594,394,351,20250524,2,1,46.11,46.11,0.0,46.11,66.93
845,1172,612,94,20250526,1,1,45.8,45.8,0.0,45.8,310.35
274,2591,349,94,20250419,1,1,45.8,45.8,0.0,45.8,157.15
433,264,608,161,20250530,2,1,45.75,45.75,0.0,45.75,647.8
423,601,729,19,20250513,2,1,45.68,65.26,19.58,45.68,238.34
1296,2347,331,19,20250518,2,1,45.68,65.26,19.58,45.68,108.54
944,872,173,201,20250614,1,1,45.62,45.62,0.0,45.62,246.83
635,1607,104,229,20250416,2,1,45.58,45.58,0.0,45.58,347.37
554,2148,861,20,20250613,1,1,45.42,45.42,0.0,45.42,322.94
241,2786,725,20,20250606,2,1,45.42,45.42,0.0,45.42,411.47
561,2593,829,370,20250606,1,1,45.31,50.34,5.03,45.31,416.29
75,1417,469,109,20250522,2,1,45.27,45.27,0.0,45.27,526.82
614,1448,761,109,20250529,2,1,45.27,45.27,0.0,45.27,498.27
384,2480,242,109,20250427,1,1,45.27,45.27,0.0,45.27,453.66
535,3144,174,404,20250531,2,1,45.19,45.19,0.0,45.19,568.88
121,2470,867,158,20250425,2,1,45.15,45.15,0.0,45.15,566.29
46,2722,386,12,20250614,2,1,44.77,44.77,0.0,44.77,133.43
332,1295,932,322,20250524,2,1,44.45,44.45,0.0,44.45,380.25
646,1130,396,55,20250514,1,1,44.32,44.32,0.0,44.32,151.74
729,1193,190,55,20250427,1,1,44.32,44.32,0.0,44.32,350.42
478,73,957,280,20250414,2,1,44.14,44.14,0.0,44.14,162.44
245,350,673,373,20250529,1,1,44.12,44.12,0.0,44.12,221.6
143,3019,956,373,20250616,1,1,44.12,44.12,0.0,44.12,324.41
432,565,432,184,20250420,1,1,44.08,44.08,0.0,44.08,432.21
626,2655,376,184,20250424,2,1,44.08,44.08,0.0,44.08,147.29
403,1143,476,231,20250427,2,1,44.06,44.06,0.0,44.06,336.24
318,3118,681,231,20250417,1,1,44.06,44.06,0.0,44.06,376.3
484,1119,218,277,20250426,2,1,43.92,43.92,0.0,43.92,209.26
1035,2358,857,277,20250505,1,1,43.92,43.92,0.0,43.92,215.07
90,1793,2,363,20250526,1,1,43.64,43.64,0.0,43.64,377.12
1192,1056,702,374,20250522,2,1,43.43,43.43,0.0,43.43,302.23
644,1780,374,311,20250404,1,1,43.38,43.38,0.0,43.38,231.66
96,1957,135,434,20250420,1,1,43.14,43.14,0.0,43.14,522.01
1333,2131,215,123,20250514,2,1,43.06,61.51,18.45,43.06,115.4
1297,3227,14,102,20250429,2,1,43.06,43.06,0.0,43.06,167.61
639,2532,346,369,20250422,1,1,43.04,43.04,0.0,43.04,499.62
778,461,548,476,20250413,1,1,42.72,42.72,0.0,42.72,96.18
151,1765,818,476,20250414,1,1,42.72,42.72,0.0,42.72,396.18
873,2242,872,375,20250522,1,1,42.67,42.67,0.0,42.67,263.07
448,2158,143,177,20250429,2,1,42.66,42.66,0.0,42.66,319.3
132,2563,839,377,20250420,2,1,42.5,42.5,0.0,42.5,395.09
616,1635,838,135,20250423,1,1,42.47,42.47,0.0,42.47,243.91
567,1697,686,135,20250517,1,1,42.47,42.47,0.0,42.47,511.12
421,278,230,149,20250519,1,1,42.24,42.24,0.0,42.24,310.51
259,1354,48,287,20250519,2,1,42.24,60.34,18.1,42.24,296.87
925,1749,692,309,20250424,1,1,42.14,42.14,0.0,42.14,343.79
449,2637,749,309,20250523,1,1,42.14,42.14,0.0,42.14,274.72
1194,1072,816,344,20250513,1,1,42.1,42.1,0.0,42.1,419.1
908,923,196,202,20250426,2,1,41.88,41.88,0.0,41.88,224.36
1070,1456,244,144,20250430,2,1,41.84,41.84,0.0,41.84,246.2
356,3108,59,291,20250513,2,1,41.69,59.56,17.87,41.69,344.13
486,2724,241,423,20250419,2,1,41.64,41.64,0.0,41.64,291.32
386,495,445,157,20250421,2,1,41.56,41.56,0.0,41.56,323.99
427,967,401,289,20250617,2,1,41.51,41.51,0.0,41.51,525.37
626,1477,376,86,20250424,2,1,41.26,41.26,0.0,41.26,147.29
306,1806,566,86,20250426,1,1,41.26,41.26,0.0,41.26,257.31
468,4,273,18,20250505,2,1,40.99,40.99,0.0,40.99,334.88
349,387,854,18,20250615,2,1,40.99,40.99,0.0,40.99,523.43
966,1242,326,18,20250517,1,1,40.99,40.99,0.0,40.99,200.11
525,984,908,471,20250521,2,1,40.92,40.92,0.0,40.92,380.43
971,1289,58,471,20250521,2,1,40.92,40.92,0.0,40.92,185.94
618,2048,653,471,20250419,2,1,40.92,40.92,0.0,40.92,227.85
297,3242,235,366,20250517,2,1,40.84,58.34,17.5,40.84,275.27
558,94,525,22,20250517,2,1,40.78,58.26,17.48,40.78,191.33
834,1093,626,293,20250617,2,1,40.77,40.77,0.0,40.77,196.52
750,2328,665,293,20250416,1,1,40.77,40.77,0.0,40.77,230.45
44,341,957,106,20250514,1,1,40.75,40.75,0.0,40.75,373.27
392,2604,975,106,20250521,1,1,40.75,40.75,0.0,40.75,202.88
281,2929,730,83,20250517,2,1,40.46,57.8,17.34,40.46,375.37
53,1164,885,16,20250414,1,1,40.36,40.36,0.0,40.36,324.33
441,583,858,92,20250428,1,1,40.25,40.25,0.0,40.25,239.84
39,2279,955,292,20250514,1,1,40.12,40.12,0.0,40.12,628.12
875,3073,54,407,20250517,2,1,39.79,56.84,17.05,39.79,161.27
478,1031,957,325,20250414,2,1,39.78,39.78,0.0,39.78,162.44
706,1366,268,226,20250505,2,1,39.78,39.78,0.0,39.78,118.14
154,2032,551,325,20250422,1,1,39.78,39.78,0.0,39.78,448.34
947,2802,127,283,20250616,1,1,39.62,39.62,0.0,39.62,97.73
1025,490,318,490,20250529,2,1,39.42,39.42,0.0,39.42,89.97
858,1057,659,178,20250514,1,1,39.34,39.34,0.0,39.34,142.03
106,1817,21,178,20250425,1,1,39.34,39.34,0.0,39.34,298.75
999,3205,416,467,20250616,1,1,39.22,39.22,0.0,39.22,109.62
2,69,41,113,20250516,1,1,39.18,39.18,0.0,39.18,357.54
255,2633,509,93,20250430,1,1,39.18,39.18,0.0,39.18,187.46
677,1517,827,456,20250614,1,1,39.09,39.09,0.0,39.09,112.89
469,2921,180,456,20250525,1,1,39.09,39.09,0.0,39.09,316.23
745,938,556,96,20250428,1,1,39.03,39.03,0.0,39.03,120.29
378,2316,943,477,20250417,2,1,38.9,38.9,0.0,38.9,354.21
183,949,871,180,20250516,1,1,38.81,38.81,0.0,38.81,161.43
766,1280,955,180,20250616,2,1,38.81,38.81,0.0,38.81,399.31
87,2905,863,438,20250414,1,1,38.74,38.74,0.0,38.74,350.92
958,779,958,233,20250522,1,1,38.68,38.68,0.0,38.68,68.31
42,2927,191,233,20250531,2,1,38.68,38.68,0.0,38.68,186.91
199,1363,929,107,20250519,2,1,38.54,55.06,16.52,38.54,155.23
1165,654,664,376,20250422,1,1,38.52,38.52,0.0,38.52,154.08
286,740,184,188,20250518,2,1,38.51,55.01,16.5,38.51,348.33
1332,420,783,256,20250513,1,1,38.41,38.41,0.0,38.41,161.81
274,599,349,256,20250419,1,1,38.41,38.41,0.0,38.41,157.15
423,3272,729,32,20250513,2,1,38.38,54.83,16.45,38.38,238.34
1129,78,892,240,20250521,2,1,38.14,38.14,0.0,38.14,125.14
139,629,473,240,20250521,2,1,38.14,38.14,0.0,38.14,631.08
609,2511,946,240,20250522,2,1,38.14,38.14,0.0,38.14,340.38
916,281,342,48,20250518,2,1,38.07,54.38,16.31,38.07,245.94
124,242,99,387,20250419,1,1,38.06,38.06,0.0,38.06,245.7
447,1060,727,387,20250419,2,1,38.06,38.06,0.0,38.06,433.9
981,106,733,500,20250415,1,1,38.03,38.03,0.0,38.03,149.36
88,2217,569,500,20250413,2,1,38.03,38.03,0.0,38.03,577.9
603,1405,182,41,20250531,2,1,37.94,37.94,0.0,37.94,367.01
1124,233,314,208,20250429,1,1,37.45,37.45,0.0,37.45,162.23
468,1063,273,208,20250505,2,1,37.45,37.45,0.0,37.45,334.88
138,2906,106,215,20250614,1,1,37.11,37.11,0.0,37.11,406.4
15,844,33,243,20250520,1,1,37.06,37.06,0.0,37.06,421.64
839,1842,935,243,20250531,2,1,37.06,37.06,0.0,37.06,182.98
428,2664,556,262,20250514,2,1,37.06,52.94,15.88,37.06,70.69
510,2778,892,243,20250430,1,1,37.06,37.06,0.0,37.06,227.01
40,443,96,75,20250513,2,1,36.98,52.83,15.85,36.98,233.35
15,1519,33,251,20250520,1,1,36.88,36.88,0.0,36.88,421.64
73,2643,477,251,20250519,1,1,36.88,36.88,0.0,36.88,453.55
56,2630,223,5,20250529,2,1,36.84,36.84,0.0,36.84,337.98
705,3365,47,495,20250418,1,1,36.65,36.65,0.0,36.65,190.64
1225,1466,204,151,20250427,2,1,36.47,36.47,0.0,36.47,232.25
40,1588,96,140,20250513,2,1,36.46,52.08,15.62,36.46,233.35
934,1543,506,427,20250516,1,1,36.01,36.01,0.0,36.01,146.03
1223,83,380,367,20250517,2,1,35.97,51.38,15.41,35.97,70.56
874,2390,531,313,20250616,1,1,35.69,35.69,0.0,35.69,259.33
1327,92,770,414,20250419,1,1,35.2,35.2,0.0,35.2,113.56
1290,1576,99,414,20250422,1,1,35.2,35.2,0.0,35.2,152.54
1223,712,380,190,20250517,2,1,34.59,49.41,14.82,34.59,70.56
1329,2163,28,59,20250427,2,1,34.58,34.58,0.0,34.58,94.92
542,1976,771,402,20250524,1,1,34.45,34.45,0.0,34.45,382.14
707,2577,154,402,20250523,1,1,34.45,34.45,0.0,34.45,89.46
369,1163,832,388,20250429,1,1,34.23,34.23,0.0,34.23,257.37
589,1507,160,91,20250617,2,1,33.95,33.95,0.0,33.95,372.08
144,2863,961,91,20250420,2,1,33.95,33.95,0.0,33.95,296.59
1320,1482,730,298,20250417,1,1,33.94,33.94,0.0,33.94,91.9
895,379,711,139,20250531,2,1,33.59,33.59,0.0,33.59,61.09
550,2717,190,139,20250516,1,1,33.59,33.59,0.0,33.59,335.22
404,215,929,338,20250526,1,1,33.39,33.39,0.0,33.39,225.88
485,920,822,338,20250613,1,1,33.39,33.39,0.0,33.39,225.79
24,2094,750,410,20250513,2,1,33.23,47.47,14.24,33.23,173.28
278,136,626,169,20250613,2,1,32.94,32.94,0.0,32.94,295.83
619,358,895,228,20250515,2,1,32.82,46.89,14.07,32.82,232.25
555,1387,997,209,20250525,2,1,32.41,32.41,0.0,32.41,376.87
377,1133,823,82,20250514,1,1,32.21,32.21,0.0,32.21,346.01
949,2578,91,82,20250530,1,1,32.21,32.21,0.0,32.21,87.45
577,118,958,453,20250527,1,1,32.05,32.05,0.0,32.05,161.54
931,799,269,80,20250617,1,1,31.86,31.86,0.0,31.86,270.18
842,2744,636,80,20250421,2,1,31.86,31.86,0.0,31.86,181.08
1195,842,403,418,20250422,2,1,31.84,31.84,0.0,31.84,137.94
1216,2495,915,84,20250427,2,1,31.84,31.84,0.0,31.84,105.22
592,2882,906,418,20250517,1,1,31.84,31.84,0.0,31.84,134.93
882,2733,634,90,20250615,2,1,31.67,31.67,0.0,31.67,88.11
1249,3219,467,457,20250613,1,1,31.61,31.61,0.0,31.61,139.01
490,82,854,258,20250524,2,1,31.48,31.48,0.0,31.48,454.26
497,3278,588,12,20250513,2,1,31.34,44.77,13.43,31.34,322.48
467,733,220,95,20250420,2,1,31.15,31.15,0.0,31.15,425.23
33,1210,805,452,20250423,1,1,30.85,30.85,0.0,30.85,227.32
1067,2645,176,452,20250530,2,1,30.85,30.85,0.0,30.85,200.77
907,928,113,401,20250418,1,1,30.83,30.83,0.0,30.83,247.13
359,2809,503,401,20250418,2,1,30.83,30.83,0.0,30.83,590.5
